relevant,entities,id,A,B,C
1,O PRO PRO ID VUL VUL VUL VUL PRO PRO ID O O,841215570401980417,1,1,0
1,O O O ORG PRO PRO O PRO ID VUL VUL VUL,821511364938235904,0,1,1
1,ID O O O O PRO PRO ID O VER,841738063126630401,0,0,1
1,ID O O O O ORG PRO ID O VER,841706156196319232,0,0,1
1,ID VUL VUL VUL O PRO VER O PRO VER O ORG O O O O O,841808758091194368,0,0,1
1,ORG PRO O VUL VUL ID,841960791565836288,0,0,1
1,ID O O O O ORG PRO PRO ID O VER,841738052825419777,0,0,1
1,O ORG PRO PRO ID VUL VUL VUL,842425133436362752,0,0,1
1,O O O ORG PRO O O O VUL VUL,842060203059232769,0,0,1
1,O ORG PRO PRO ID VUL VUL VUL ORG PRO PRO ID O O,841721596779888640,0,1,1
1,O O ORG PRO O O O VUL VUL,841804056813293569,0,0,1
1,O PRO PRO VER O O O O O VUL VUL VUL O O O O,840089554941968384,1,1,0
1,ORG PRO VER VER VER VUL VUL VUL VUL,839735119279702016,1,0,0
1,O O O PRO PRO O O O VUL VUL VUL VUL VUL,840051092448784385,1,1,0
1,ORG ORG ID ID ID O,839483402080378880,0,1,1
1,PRO VER O PRO O O PRO O ID O,839589068463878146,1,1,0
1,O O O O O O O PRO O O O,836257563603775488,0,0,1
1,ORG O O O VER VUL VUL VUL O,836376646806454272,1,0,1
1,O ORG PRO PRO O PRO ID VUL VUL VUL O,839813843895275520,0,1,1
1,O O ID VUL VUL O ORG PRO PRO,841952687361007618,0,0,1
1,ID ORG PRO PRO VUL VUL VUL VUL VUL,842410705739493377,0,0,1
1,O O O ORG PRO O O O VUL VUL,842060205168971776,0,0,1
1,O PRO PRO ID VUL VUL VUL VUL VUL VUL VUL,836461496460849152,1,1,0
1,O PRO PRO ID VUL VUL VUL VUL VUL VUL VUL VUL O,841397225641070592,1,1,0
1,O ORG PRO VUL VUL VUL VUL VUL,842106537480970242,0,0,1
-1,,840829808451952640,0,0,1
1,O O O O O O O O O O O PRO O O O O,837017918269493250,0,0,1
1,O O O O O PRO VER O O O,842073063046950913,1,0,0
1,PRO VER O VER O VER O O ID O,836648442436841473,1,0,0
1,O PRO O O O ID,840300036571430913,0,1,0
1,O ORG PRO PRO O PRO ID VUL VUL VUL,839822855420411906,0,1,1
1,O PRO PRO ID VUL VUL VUL VUL,839781370432012288,1,1,0
1,ORG O O O O O O O PRO,841699483880685570,0,0,1
1,O PRO PRO O O O VUL VUL VUL,841394834334220289,1,1,0
1,O O ORG PRO O VUL VUL,841804050484060160,0,0,1
-1,,841917671591534592,0,0,1
1,ORG PRO PRO VER VER VUL VUL ID,841899806893170688,0,0,1
1,PRO O O ID O,836389294021492737,1,0,0
1,ORG PRO PRO O O O O O VER VUL VUL VUL VUL,837040284865294344,0,1,0
1,O O PRO PRO VER PRO O VUL O,836286344007647234,1,1,0
1,O O PRO PRO ID VUL VUL VUL VUL O,837001925103013888,1,1,0
1,O O O O O PRO O O O O O,839965488205684736,0,1,1
1,O O O O O ORG PRO O,840317263894978560,1,0,1
1,O PRO PRO O O VUL VUL VUL VUL VUL,828589296147898370,1,1,0
1,O PRO PRO ID O VUL VUL VUL O,839915020171386880,1,1,0
1,O O O O O O ID O O PRO PRO VER,841697253152690178,1,1,0
1,ORG O O O O PRO PRO PRO,836155325803819009,0,0,1
1,O PRO VER VER PRO O ID,842424852606787585,1,1,0
1,O PRO PRO VUL VUL VUL VUL VUL VUL VUL VUL VUL,839157750240280576,1,1,0
1,O O ORG PRO PRO ID VUL VUL VUL,821511545171673089,0,1,1
1,PRO VER O O O,840544675597570048,0,0,1
1,ORG PRO VER O VER O PRO VER PRO VER VER O VUL VUL,841988498152382464,0,0,1
1,PRO ID PRO O O,839906653667471360,1,1,0
1,O PRO PRO VER O O O VUL VUL VUL,840188673140350976,1,1,0
1,PRO O O O ID O,841744519494217729,1,1,0
1,PRO ID O O O,836298647897845760,1,0,0
1,O PRO PRO ID O O VUL VUL VUL VUL VUL O,836630078121373696,1,1,0
1,O PRO PRO VUL VUL O O O O VUL VUL VUL VUL VUL,839314658343403520,1,1,0
1,PRO PRO VER VER VER VUL VUL VUL O,840736631564918785,1,1,0
1,O ORG PRO VUL VUL VUL VUL VUL,842105493137063942,0,0,1
1,VUL PRO VER VUL VUL VUL VUL O O O,836199235942920192,0,0,1
1,PRO VER O ID O,842423997241278464,1,0,1
-1,,838801348988665856,0,0,1
1,ID O O O O ORG PRO O,841889323607838720,0,0,1
1,O O PRO O O O O PRO O,839722462405353472,0,0,1
1,O ORG PRO O ID VUL VUL VUL VUL O,841740756888969216,0,0,1
1,O PRO PRO ID VUL VUL VUL VUL VUL VUL VUL VUL,841705243029078016,1,1,0
1,O PRO O O O O O O O O O O O O O O O PRO O O O,840355377699016704,1,1,0
1,O O O O O O O O PRO O O O O O,836603141176999937,1,1,0
1,ORG ORG ID ID ID O,836581488871243777,0,1,1
1,O O PRO O O ORG O,841218414521810944,1,1,0
1,ORG O O PRO O O O O O,841638622466043904,0,0,1
-1,,839894778452017155,1,1,1
-1,,839892718096633856,1,1,0
1,O PRO PRO O O O O O O O O O O O,839811324884443137,1,1,0
1,O O PRO PRO VER PRO O VUL VUL VUL,836255403252011009,1,1,0
1,PRO VER O VER O O O ID O,840302526259912705,1,0,0
1,O O O O O O O O ID O O PRO PRO VER,841679269973618688,1,1,0
1,ORG O O O VER VUL VUL VUL,836476680105574400,0,0,1
1,O O O PRO PRO ID VUL VUL VUL VUL VUL VUL VUL VUL,839841019365634050,1,1,0
-1,,836178654224924672,1,1,0
1,O ORG PRO VER VER VER O PRO VER VER O VUL VUL,841989491531382784,0,0,1
1,O O O O O O O O PRO O O,836292986187083776,1,1,0
1,PRO O O ID O,839886791956127745,1,0,0
1,ORG ORG ID ID ID O,842044680577642496,0,1,1
-1,,836858144944947200,0,0,1
1,ORG O O O O O O O O O PRO VER VER,842516162722390016,0,0,1
1,O ORG PRO O ID VUL VUL VUL VUL VUL ORG PRO O,842076715652419584,0,0,1
